id,created_at,user_id,content,attachment_base,attachment_extension,title,name
41723766,1629801636,bRDfsRv,"『有趣团推荐』<br />
※8/24日当期<br />
※不定时断更<br />
※欢迎社员代更<br />
<br />
<font color=""#789922"">&gt;&gt;No.37791981</font><br />
往日推荐收录<br />
「长短评皆收录」<br />
「欢迎回顾往期推荐」<br />
<br />
长评推荐<br />
◇龙与幻想之毒<br />
「由pl推荐」<br />
「建议观看」<br />
<font color=""#789922"">&gt;&gt;No.23399730</font><br />
为无梦的世界献上龙与幻想之毒，一出华丽而浪漫的舞台剧，咏叹调般的文笔为故事增色极多。<br />
有我在跑团版见过最好的文笔，以及舒适的节奏与完整的优秀的故事。<br />
也是我在团版追过的第一个团，在它完结以后我逢人必推。<br />
团主说是要开续作，但至今未开，一直在更那个水浒杂团，未免有些遗憾<br />
<br />
◇神选团<br />
「团主自推」<br />
「急需新R点机器」<br />
<font color=""#789922"">&gt;&gt;No.39892768</font><br />
其实是个随缘团，不定期成为野外求生团，狼人杀团，密教模拟团，乙女团，坏女人团，百合贴贴团，美食直播团，老哥XP好怪团……<br />
血神祂今天依然没饭吃.jpg<br />
<br />
◇青梅团<br />
「pl推荐」<br />
「似乎持续暴热中」<br />
「欢迎新pl」<br />
<font color=""#789922"">&gt;&gt;No.38793762</font><br />
( ﾟ∀。)我也要来推荐！<br />
这个就是青梅团，就是那个在伪装成恋爱游戏的恐怖游戏里的败犬青梅<br />
虽然是长团但是更像长篇小说，可以慢慢看，即使后来再补也不会感觉到有一种明显的时间错位感( ﾟ∀。)大概是选项安排得很巧妙的缘故<br />
除了开局摸七天以及部分恋爱脑有点让人不适，其他的都还好( ﾟ∀。)po写得尤其好<br />
快来！看！( ﾟ∀。)<br />
<br />
<br />
短评推荐：<br />
◇简标签设置/标签欢迎指正修改增减<br />
※「低交互」「类小说体」「文笔优秀」<br />
&gt;永远娘漫步人类史<br />
<font color=""#789922"">&gt;&gt;No.40849268</font><br />
<br />
※「同人」「乙女向」<br />
&gt;一人之下团<br />
<font color=""#789922"">&gt;&gt;No.41458320</font><br />
<br />
※短评：类哥布林团机制，观感与参与感都相当不错，文笔亦是上乘<br />
长期欢迎新pl加入<br />
&gt;西部多人团<br />
<font color=""#789922"">&gt;&gt;No.40971531</font><br />
<br />
※短评：想咕但不放不下有趣的异常，剧情刚刚起步，之后会稳定更新<br />
&gt;异常处理团<br />
<font color=""#789922"">&gt;&gt;No.41425135</font><br />
<br />
※短评：恐怖感与临场感都好得出奇，建议观看<br />
&gt;丢手绢团<br />
<font color=""#789922"">&gt;&gt;No.30312083</font><br />
<br />
※「类小说体」「文笔优秀」「奇幻」<br />
&gt;灰烬封缄<br />
<font color=""#789922"">&gt;&gt;No.38187629</font><br />
<br />
※「恋爱」「文笔优秀」<br />
&gt;高中恋爱团<br />
<font color=""#789922"">&gt;&gt;No.41472626</font><br />
<br />
※短评：团主是专业写手，只两个字：够甜<br />
&gt;恋爱眼镜团<br />
<font color=""#789922"">&gt;&gt;No.17567690</font><br />
<br />
※短评：21世纪最伟大的唯我主义者，荒诞与妙想交集，团版几乎唯一<br />
&gt;唯我主义者团<br />
<font color=""#789922"">&gt;&gt;No.26695473</font><br />
<br />
※短评：( ﾟ∀。)好看<br />
&gt;高俅团<br />
<font color=""#789922"">&gt;&gt;No.27096794</font><br />
<br />
※短评：突然浮起来的洋馆团，很有意思，但咕掉了<br />
&gt;洋馆团<br />
<font color=""#789922"">&gt;&gt;No.37251186</font><br />
<br />
※短评：po的童年太过真实且凄惨，看得我破防非常多次。这团写的真的动人......weirdcore给不同人的心理触动不一样，po写的应该就是自己受到的心理触动。<br />
&gt;沉浸团<br />
<font color=""#789922"">&gt;&gt;41523831</font><br />
<br />
※强烈推荐！！！<br />
因为某件事情，你想杀死你的丈夫。<br />
然而真相当真如此吗？<br />
&gt;弑夫团<br />
一周目<font color=""#789922"">&gt;&gt;41348878</font><br />
二周目<font color=""#789922"">&gt;&gt;41393445</font><br />
三周目<font color=""#789922"">&gt;&gt;41484785</font><br />
四周目<font color=""#789922"">&gt;&gt;41603782</font><br />
<br />
※短评：大伙有意向跑地牢之下po新团吗( ﾟ∀。)沉了，我再推一下看看<br />
&gt;桃源多人团<br />
<font color=""#789922"">&gt;&gt;No.41629446</font><br />
<br />
※短评：是SPS! 快去玩( ﾟ∀。)/<br />
&gt;最终任务团<br />
<font color=""#789922"">&gt;&gt;No.41652490</font><br />
<br />
※短评：优质多人口胡团，玩的相当嗨，有主线但是可以选择不参与，可能是因为是口胡团的原因所以自由度还挺高的。<br />
目前持续招人中。<br />
&gt;异世界生活<br />
<font color=""#789922"">&gt;&gt;No.41520190</font><br />
<br />
※短评：( ﾟ∀。)推荐一下这个密教团<br />
&gt;冷战密教团<br />
<font color=""#789922"">&gt;&gt;No.40164048</font><br />
<br />
※短评：所有人都在看ojd的游戏团，这个凤傲天后续团人太少了，大家都来看啊，现在已经更到和凤傲天有联动的地方了<br />
&gt;凤傲天后续<br />
<font color=""#789922"">&gt;&gt;No.38631599</font> <br />
<br />
◆剩余专栏等待有意者参与，采用合作式<br />
◆今日无新内容<br />
◆本期更报完毕",,,,
41723781,1629801657,bRDfsRv,(｀･ω･)更新完毕,,,,
41724024,1629802039,FPI6J03,想当鸽子⊂( ﾟωﾟ)つ,,,,
41724065,1629802102,mDbVXvR,"<font color=""#789922"">&gt;&gt;No.41724024</font><br />
( ﾟ∀。)别",,,,
41724106,1629802151,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41724024</font><br />
这是刻在dna里了吗( ﾟ∀。)",,,,
41724515,1629802869,FuZhkPI,构思一个卧底团，有人感兴趣吗(つд⊂),,,,
41724530,1629802906,5a5CsUT,( ﾟ∀。)/gkd,,,,
41724533,1629802907,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41724515</font><br />
(｀･ω･)详细讲讲构思",,,,
41724549,1629802931,sIahNDZ,"<font color=""#789922"">&gt;&gt;No.41724515</font><br />
比如说？",,,,
41724568,1629802953,mDbVXvR,"<font color=""#789922"">&gt;&gt;No.41724515</font><br />
细说ᕕ( ᐛ )ᕗ",,,,
41724574,1629802969,oixQH5P,"<font color=""#789922"">&gt;&gt;No.41724515</font><br />
( ﾟ∀。)ﾉ",,,,
41724671,1629803123,HDP3wg6,"<font color=""#789922"">&gt;&gt;No.41724515</font><br />
开局自爆那种你要不要？( ﾟ∀。)7",,,,
41724929,1629803537,FuZhkPI,就是……[h]哪里可以提前说嘛  [/h],,,,
41724945,1629803565,FuZhkPI,我先带完自由异世界王都篇再说,,,,
41724962,1629803583,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41724929</font><br />
( ﾟ∀。)",,,,
41725071,1629803733,FuZhkPI,"<font color=""#789922"">&gt;&gt;No.41724962</font><br />
【举报，发现卧底！】",,,,
41725092,1629803777,FuZhkPI,我先发一下，预报名，不需要太深的rp,,,,
41725132,1629803837,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41725092</font><br />
gkd",,,,
41725288,1629804118,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41725092</font><br />
我不停地刷新团版刷新了五分钟，团呢( ﾟ∀。)<br />
给个开串准点呗？",,,,
41725322,1629804169,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41725092</font><br />
我先报名，时间不冲突就跑( ﾟ∀。)/",,,,
41725339,1629804189,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41725322</font><br />
( ﾟ∀。)我也是",,,,
41725379,1629804248,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41725288</font><br />
( ﾟ∀。)猫鸣还招人，来吗？",,,,
41725405,1629804294,Cjj6N8w,随时有空,,,,
41725434,1629804332,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41725379</font><br />
我去车卡(=ﾟωﾟ)=",,,,
41725444,1629804351,5a5CsUT,我也随时有空……？( ﾟ∀。),,,,
41725445,1629804355,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41725379</font><br />
( ﾟ∀。)还差几个？",,,,
41725484,1629804421,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41725445</font><br />
( ﾟ∀。)随时可以车卡，但导入会有限制",,,,
41725567,1629804563,FuZhkPI,https://adnmb.com/t/41725491谁是卧底,,,,
41726047,1629805391,9cCVW2z,"今日迷思：什么样的团可以一天破万回复？( ﾟ∀。)<br />
离本版第一个十万回的团还有多远？ ",,,,
41726076,1629805469,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41726047</font><br />
一天万回，挺困难的( ﾟ∀。)<br />
<br />
十万回的话，还差两万三左右",,,,
41726141,1629805599,Cjj6N8w,"<font color=""#789922"">&gt;&gt;No.41726047</font><br />
圣子降临，或许可行",,,,
41726149,1629805613,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41726047</font><br />
( ﾟ∀。)那个难度是不是太大了",,,,
41726225,1629805723,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41726076</font><br />
无限重生团才七万七吗( ﾟ∀。)",,,,
41726241,1629805744,9cCVW2z,话说，全岛有超过十万回复的串吗目前( ﾟ∀。),,,,
41726249,1629805767,LdhSrxF,"<font color=""#789922"">&gt;&gt;No.41726047</font><br />
去看了眼每日趋势，整个跑团版一天的增量也就万条往上",,,,
41726259,1629805779,9QdB5P4,跑团版最高的回复是那个18年的垃圾箱团吗？,,,,
41726267,1629805798,LdhSrxF,"<font color=""#789922"">&gt;&gt;No.41726249</font><br />
除非大规模引流，几乎不可能一日万回吧",,,,
41726274,1629805809,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41726241</font><br />
应该没有，我记得我在哪问过来着，岛上最长的串就是无限重生团( ﾟ∀。)",,,,
41726281,1629805817,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41726241</font><br />
没有，现在全岛最长的串就是无线作死( ﾟ∀。)<br />
目前还没到八万",,,,
41726287,1629805833,9QdB5P4,膜拜前辈( ›´ω`‹ )太猛了,,,,
41726308,1629805873,dze6hqv,ig7抽卡的那个自动团好像流速特别快( ﾟ∀。),,,,
41726332,1629805915,9QdB5P4,但是抽卡自动团完全没有观感,,,,
41726445,1629806075,XR2K4iQ,"长期坚持很关键吧<br />
不过话又说回来，每天高强度跑团本身就不现实<br />
我个人体感的话，每次跑完COC不管长短都得休息一阵子再跑下一个",,,,
41726494,1629806141,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41726308</font><br />
快节奏脚本团的话也许能一天万回( ﾟ∀。)<br />
但是快节奏注定了玩起来会累",,,,
41726529,1629806214,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.41726494</font><br />
听起来很有前途(ﾉ)`ω´(ヾ)",,,,
41726558,1629806279,XR2K4iQ,"长期运营一个故事是很难的，因为总有完结的时候<br />
除非你像鸟山明老师被出版社逼着画龙珠画成战斗力崩坏一样出各种续作",,,,
41726591,1629806332,K7hDNeG,一天万回大部分都是无效内容吧( ﾟ∀。),,,,
41726626,1629806389,uTxTpQy,"<font color=""#789922"">&gt;&gt;No.41726591</font><br />
全是“( ´ρ`)”“( ﾟ∀。)”大杂烩",,,,
41727970,1629808893,9QdB5P4,今日迷思：kp开了一个团到了剧情关键时候，在隔壁又开个一个团，结果在另一个团玩的不亦乐乎？( ﾟ∀。),,,,
41728030,1629809014,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41727970</font><br />
兄啊你的今日迷思也不成句啊，前提有了结论呢( ﾟ∀。)",,,,
41728040,1629809028,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41727970</font><br />
请问你是不是在找[h] ［数据删除］ [/h]",,,,
41728113,1629809185,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41726558</font><br />
答案是无限循环重演的世界观( ﾟ∀。)",,,,
41728154,1629809258,9QdB5P4,话说垃圾箱是怎么开到7万多回复的有人总结了吗( ﾟ∀。)，这个团能否被定义为成功？,,,,
41728193,1629809348,dze6hqv,今日迷思：在进行了紧张刺激的即时策略/推理跑团后，是否有必要进行闲聊来消化紧张和兴奋情绪？,,,,
41728245,1629809437,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41728193</font><br />
绝对有啊( ﾟ∀。)大伙都有问题要问团主/其他玩家，也需要时间闲聊冷却一下",,,,
41728427,1629809778,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41728245</font><br />
那如果没有信息黑箱呢？",,,,
41728464,1629809858,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41728427</font><br />
那怎么紧张刺激( ﾟ∀。)",,,,
41728477,1629809888,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41728427</font><br />
( ﾟ∀。)那就是全知视角的观众开始蛤人的时刻",,,,
41728536,1629810038,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41728464</font><br />
( ﾟ∀。)7”<br />
所以信息黑箱本身就是带来紧张感的核心？",,,,
41728550,1629810066,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41728427</font><br />
除非团主把自己的大脑开源( ﾟωﾟ) 否则信息黑箱永远存在( ﾟ∀。)",,,,
41729580,1629811905,FPI6J03,"今日迷思↓<br />
跑团版的哪些团适合被漫画化",,,,
41729616,1629811974,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41729580</font><br />
( ﾟ∀。)7武侠团？",,,,
41729691,1629812069,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41729580</font><br />
答案是有pl画同人图的团( ﾟ∀。)",,,,
41729721,1629812112,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41729580</font><br />
答案是类wns!(　ﾟ 3ﾟ)",,,,
41729738,1629812135,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41728536</font><br />
不一定是核心，但肯定是重要因素( ﾟ∀。)/",,,,
41729744,1629812146,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41729721</font><br />
( ﾟ∀。)哇",,,,
41729764,1629812174,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41729580</font><br />
都很适合( ﾟ∀。)/<br />
沉浸团混沌团剧情团多人团<br />
都适合",,,,
41729770,1629812182,9QdB5P4,"<font color=""#789922"">&gt;&gt;No.41729580</font><br />
武侠团？开局有外挂选的那种团？",,,,
41729772,1629812191,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41729580</font><br />
( ﾟ∀。)/提名西部牛仔团",,,,
41729796,1629812234,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41729772</font><br />
( ﾟ∀。)/明明是西部马戏团",,,,
41729838,1629812290,XR2K4iQ,"说到底只是表现形式的变化<br />
这样来看的话其实只要是好故事其实都是合适的<br />
这个我觉得可能，原作成分的话，优秀的剧情张力、人物塑造什么的这种老生常谈的说法比较合适？",,,,
41729865,1629812333,FuZhkPI,"https://adnmb.com/t/41725491<br />
谁是卧底3.0了，来吗？ᕕ( ᐛ )ᕗ",,,,
41730371,1629813042,FBIXctG,"<font color=""#789922"">&gt;&gt;No.41729580</font><br />
目前看来适合照搬的没有，漫画与跑团的语言相差很大。如果要漫画化肯定会迎来或多或少的改编。<br />
而且跑团目前更多是“游戏”而非“故事”。<br />
漫画重要的不只是画面感。要什么样的视线引导？能否交代清楚主角的方位与运动关系？如果偏日常怎么才不无聊？这些都是为了讲故事而非做游戏创造出来的手法。<br />
要我说的话，如果一个团能引起人的灵感与热情化解上述困难并赋予它一个更好的故事内核，它肯定适合漫画化。",,,,
41731681,1629814785,9cCVW2z,这么一想，或许漫画更适合隔壁鸽版。( ﾟ∀。),,,,
41731743,1629814857,6G4W9wD,"<font color=""#789922"">&gt;&gt;No.41731681</font><br />
小说改漫画本来就是很正常的事( ﾟ∀。)",,,,
41731838,1629814982,mDbVXvR,"<font color=""#789922"">&gt;&gt;No.41730371</font><br />
兄弟你饼好靓仔哦( ﾟ∀。)",,,,
41732008,1629815197,oixQH5P,"<font color=""#789922"">&gt;&gt;No.41731743</font><br />
剧情精彩的团我都挺想看漫画的( ﾟ∀。)",,,,
41732103,1629815310,Cjj6N8w,lsp团这类的...,,,,
41732158,1629815364,5MAQJtW,"<font color=""#789922"">&gt;&gt;No.41730371</font><br />
兄弟你饼好靓仔哦( ﾟ∀。)",,,,
41732173,1629815380,neyjYhW,我更喜欢纯文字的表现力……感觉团很难改好,,,,
41732192,1629815402,9QdB5P4,"<font color=""#789922"">&gt;&gt;No.41732103</font><br />
这个是本子･ﾟ( ﾉヮ´ )bbbb，那确实",,,,
41732997,1629816275,HVXQXVY,要改漫画的话我自荐一波蚂蚁种群(`ε´ ),,,,
41733570,1629816987,9cCVW2z,说起来已经很久没看见有人说很久没看见有大会了( ﾟ∀。),,,,
41736904,1629821467,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41733570</font><br />
･ﾟ( ﾉヮ´ )",,,,
41736996,1629821643,FuZhkPI,尝试新类型好难( ›´ω`‹ ),,,,
41738159,1629823326,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41728550</font><br />
突然想试着搞一个这样的团了\( ﾟ∀。)/",,,,
41738175,1629823349,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41736996</font><br />
辛苦了(=ﾟωﾟ)=",,,,
41738235,1629823450,FuZhkPI,"<font color=""#789922"">&gt;&gt;No.41738175</font><br />
ᕕ( ᐛ )ᕗ",,,,
41738419,1629823755,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41738159</font><br />
目前有几个思路：<br />
1.跑团作为主要娱乐的异世界，团主上传意识之后pl参加的藏在【未确定】底下的沉浸团<br />
2.把一切都交给骰子，这次我连组织词汇都不组织的混沌团ᕕ( ᐛ )ᕗ但是我不喜欢写这样的东西( ›´ω`‹ )<br />
3.先写一个人，这个人主要活动都在A岛，某一天因为【想不出逻辑自洽又不碎饼饼的理由】，把自己这个人托付到推理版，让pl用是否猜出他的人生",,,,
41738436,1629823780,Cjj6N8w,"<font color=""#789922"">&gt;&gt;No.41736996</font><br />
没关系，有我在......旁边搅局，你的压力会更大不少。σ`∀´)",,,,
41738494,1629823871,FuZhkPI,"<font color=""#789922"">&gt;&gt;No.41738436</font><br />
ﾟ(つд`ﾟ)",,,,
41738499,1629823879,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41738159</font><br />
还有一个没有思路的方向：尽可能敞开我的大脑，让pl在其中摘取资料和技能开团( ﾟ∀。)人<br />
就是化为完全的跑团机器。",,,,
41738571,1629824045,FuZhkPI,"<font color=""#789922"">&gt;&gt;No.41738499</font><br />
到这里我已经看不明白了……( ›´ω`‹ )",,,,
41738656,1629824215,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41738571</font><br />
意思就是化身为数据库，让pl根据想看开什么样的团检索资料要求安排，根据pl的要求开团，定制不够详细就不给开，一个指令一动。<br />
大脑完全开源嘛(　ﾟ 3ﾟ)<br />
但是我相关能力太烂，数据库空空如也，所以算了( ﾟ∀。)",,,,
41739511,1629825887,dze6hqv,今日迷思：是不是线程越多、线程同样多时比重越平均，后续补团时体验越差？,,,,
41739634,1629826227,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.41739511</font><br />
手机补挺折磨的，网页版拉到一起看会好得多吧。",,,,
41739804,1629826719,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.41739634</font><br />
试了下，确实好得多，但还是好折磨(*ﾟーﾟ)",,,,
41739891,1629826980,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41739634</font><br />
<font color=""#789922"">&gt;&gt;No.41739804</font><br />
多人团多开串还好，起码几边能分得清。如果是沉浸团同时有好几个人在对你说话，就很容易乱套( ﾟ∀。)",,,,
41739964,1629827255,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.41739891</font><br />
同时扮演好几个人，这也太厉害了吧Σ( ﾟдﾟ)！",,,,
41740004,1629827369,Tmzbkp4,"<font color=""#789922"">&gt;&gt;No.41739964</font><br />
( ﾟ∀。)你是否在找多人团团主",,,,
41740051,1629827514,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41739964</font><br />
是的，所以要不要去看看(*ﾟ∇ﾟ)σ？<br />
我觉得应该需要新的pl大脑( ›´ω`‹ )<br />
<font color=""#789922"">&gt;&gt;No.41652490</font>",,,,
41740063,1629827540,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.41740004</font><br />
好像是哦。这两种感觉很相似，又不太一样，但总体还是比较像，大概。",,,,
41740538,1629829307,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.41740051</font><br />
这就来这就来(=ﾟωﾟ)=<br />
我特别喜欢这个团。PO正以一种引人入胜的方式剥开庞大世界观的冰山一角，每当玩家取得了些许成果，新的秘密、新的谜团就浮出水面，令人欲罢不能。<br />
而且PO还特别善良。每当玩家做出猜想，过会总能收到相关信息(*ﾟ∇ﾟ)",,,,
41740585,1629829486,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41740538</font><br />
确实，所以根本放不下这个团( ﾟ∀ﾟ)<br />
是在命运的指引下一步步前行的小ai的故事。<br />
<br />
说起来现在已经很晚了，你也早点睡吧。",,,,
41740641,1629829775,ylDX2OE,"<font color=""#789922"">&gt;&gt;No.41740585</font><br />
好诶，晚安(=ﾟωﾟ)=",,,,
41745431,1629855542,FPI6J03,"※今日迷思<br />
什么是跑团版之光( ﾟ∀。)",,,,
41745515,1629855729,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41745431</font><br />
为了写恋爱团取材去谈恋爱的算吗( ﾟ∀。)( ﾟ∀。)( ﾟ∀。)<br />
是火把的火光啊。",,,,
41745717,1629856232,X3pmu9c,"<font color=""#789922"">&gt;&gt;No.41745515</font><br />
( ﾟ∀。)7",,,,
41745770,1629856379,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41745515</font><br />
( ﾟ∀。)7”？！",,,,
41745791,1629856430,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41745699</font><br />
还行，是误会( ﾟ∀。)",,,,
41745802,1629856464,dze6hqv,"<font color=""#789922"">&gt;&gt;No.41745791</font><br />
……不对，这不还是谈过吗( ﾟ∀。)",,,,
41745816,1629856500,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41745802</font><br />
( ﾟ∀。)( ﾟ∀。)( ﾟ∀。)",,,,
41745824,1629856528,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41745802</font><br />
( ﾟ∀。)( ﾟ∀。)",,,,
41745829,1629856545,uTxTpQy,( ﾟ∀。)？,,,,
41745841,1629856563,9cCVW2z,其实吧，很多团主很可能真的经历过自己团里写的事件的，要不然怎么写的这么详细？,,,,
41745848,1629856596,vmEpdGG,"<font color=""#789922"">&gt;&gt;No.41745841</font><br />
是真的，我真的是宝可梦训练师",,,,
41745861,1629856633,IRK9UVV,"<font color=""#789922"">&gt;&gt;No.41745841</font><br />
( ﾟ∀。)是的，很有可能，比如说我那个怪核团有大半部分都是真人真事，只是我艺术加工了一些",,,,
41745864,1629856635,5MAQJtW,是真的，我是厨师( ﾟ∀。),,,,
41745896,1629856705,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41745841</font><br />
( ﾟ∀。)是真的，我其实是相声演员",,,,
41745920,1629856760,dze6hqv,原来团版只有我一个人生活经验如此匮乏( ﾟ∀。)( ﾟ∀。)( ﾟ∀。),,,,
41745925,1629856766,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41745896</font><br />
是真的，FPI其实就是于谦老爷子( ﾟ∀。)！",,,,
41745961,1629856832,FPI6J03,"<font color=""#789922"">&gt;&gt;No.41745925</font><br />
( ﾟ∀。)⊂彡☆))д´)去你的吧",,,,
41745963,1629856840,lu6WzPM,"<font color=""#789922"">&gt;&gt;No.41745925</font><br />
( ﾟ∀。)！生活不规律的原因找到了！",,,,
41745990,1629856901,9cCVW2z,"<font color=""#789922"">&gt;&gt;No.41745963</font><br />
估计这两天是封箱了( ﾟ∀。) 睡这么早 ",,,,
